DRRALL,CRRINT,CRRALL,GEO_ID,NAME_rr,state,county,NAME_demo,B01001_001E,B01001_003E,B01001_027E,B03002_012E,B03002_001E,B25003_001E,B25003_003E,children_under_5,pct_children_under_5,pct_hispanic,pct_renter,self_response_rate,internet_response_rate,estimated_hispanic_gap,_rescued_data
0.0,26.7,69.1,0500000US21137,"Lincoln County, Kentucky",21,137,"Lincoln County, Kentucky",24320,862,794,457,24320,9692,2077,1656,6.81,1.88,21.43,69.1,26.7,0.28,
0.0,32.7,62.6,0500000US21139,"Livingston County, Kentucky",21,139,"Livingston County, Kentucky",8980,276,185,229,8980,3537,639,461,5.13,2.55,18.07,62.6,32.7,0.38,
0.0,24.1,55.6,0500000US21143,"Lyon County, Kentucky",21,143,"Lyon County, Kentucky",8721,168,120,219,8721,3229,583,288,3.3,2.51,18.06,55.6,24.1,0.38,
0.0,56.7,71.9,0500000US21145,"McCracken County, Kentucky",21,145,"McCracken County, Kentucky",67573,2152,1773,1882,67573,27000,8970,3925,5.81,2.79,33.22,71.9,56.7,0.42,
0.0,26.2,63.8,0500000US21149,"McLean County, Kentucky",21,149,"McLean County, Kentucky",9173,241,250,188,9173,3609,707,491,5.35,2.05,19.59,63.8,26.2,0.31,
0.0,60.3,72.2,0500000US21151,"Madison County, Kentucky",21,151,"Madison County, Kentucky",92955,2573,2451,2550,92955,36148,13982,5024,5.4,2.74,38.68,72.2,60.3,0.41,
0.0,25.4,45.4,0500000US21153,"Magoffin County, Kentucky",21,153,"Magoffin County, Kentucky",11647,371,326,152,11647,4554,1130,697,5.98,1.31,24.81,45.4,25.4,0.2,
0.0,45.5,65.8,0500000US21157,"Marshall County, Kentucky",21,157,"Marshall County, Kentucky",31706,803,758,575,31706,12998,2271,1561,4.92,1.81,17.47,65.8,45.5,0.27,
0.0,60.8,70.7,0500000US21163,"Meade County, Kentucky",21,163,"Meade County, Kentucky",29964,751,814,1197,29964,10554,2726,1565,5.22,3.99,25.83,70.7,60.8,0.6,
0.0,20.0,46.1,0500000US21165,"Menifee County, Kentucky",21,165,"Menifee County, Kentucky",6174,300,173,149,6174,2262,587,473,7.66,2.41,25.95,46.1,20.0,0.36,
0.0,31.6,61.3,0500000US21169,"Metcalfe County, Kentucky",21,169,"Metcalfe County, Kentucky",10313,293,299,204,10313,4160,922,592,5.74,1.98,22.16,61.3,31.6,0.3,
0.0,33.2,62.0,0500000US21171,"Monroe County, Kentucky",21,171,"Monroe County, Kentucky",11331,390,322,364,11331,4544,1320,712,6.28,3.21,29.05,62.0,33.2,0.48,
0.0,52.7,71.7,0500000US21173,"Montgomery County, Kentucky",21,173,"Montgomery County, Kentucky",28188,840,791,838,28188,10705,3631,1631,5.79,2.97,33.92,71.7,52.7,0.45,
0.0,59.2,77.4,0500000US21179,"Nelson County, Kentucky",21,179,"Nelson County, Kentucky",46779,1525,1313,1108,46779,18457,4337,2838,6.07,2.37,23.5,77.4,59.2,0.36,
0.0,34.0,66.9,0500000US21183,"Ohio County, Kentucky",21,183,"Ohio County, Kentucky",23782,687,599,822,23782,9041,2003,1286,5.41,3.46,22.15,66.9,34.0,0.52,
0.0,76.1,83.3,0500000US21185,"Oldham County, Kentucky",21,185,"Oldham County, Kentucky",67997,1671,1653,2773,67997,22128,2908,3324,4.89,4.08,13.14,83.3,76.1,0.61,
0.0,28.0,54.8,0500000US21187,"Owen County, Kentucky",21,187,"Owen County, Kentucky",11229,337,279,63,11229,4146,600,616,5.49,0.56,14.47,54.8,28.0,0.08,
0.0,27.4,67.5,0500000US21191,"Pendleton County, Kentucky",21,191,"Pendleton County, Kentucky",14638,471,395,211,14638,5270,1390,866,5.92,1.44,26.38,67.5,27.4,0.22,
0.0,28.1,46.0,0500000US21193,"Perry County, Kentucky",21,193,"Perry County, Kentucky",28136,883,827,311,28136,11279,2738,1710,6.08,1.11,24.28,46.0,28.1,0.17,
0.0,26.1,57.2,0500000US21197,"Powell County, Kentucky",21,197,"Powell County, Kentucky",13089,443,379,259,13089,4658,1486,822,6.28,1.98,31.9,57.2,26.1,0.3,
0.0,51.1,65.2,0500000US21199,"Pulaski County, Kentucky",21,199,"Pulaski County, Kentucky",65145,1885,1838,1752,65145,25711,7135,3723,5.71,2.69,27.75,65.2,51.1,0.4,
0.0,36.5,64.4,0500000US21203,"Rockcastle County, Kentucky",21,203,"Rockcastle County, Kentucky",16171,486,399,177,16171,6380,1529,885,5.47,1.09,23.97,64.4,36.5,0.16,
0.0,50.7,64.8,0500000US21205,"Rowan County, Kentucky",21,205,"Rowan County, Kentucky",24551,648,683,513,24551,8952,3451,1331,5.42,2.09,38.55,64.8,50.7,0.31,
0.0,24.3,56.2,0500000US21207,"Russell County, Kentucky",21,207,"Russell County, Kentucky",18021,540,508,693,18021,7007,1794,1048,5.82,3.85,25.6,56.2,24.3,0.58,
0.0,66.9,77.0,0500000US21209,"Scott County, Kentucky",21,209,"Scott County, Kentucky",57286,1714,1839,2590,57286,21603,5740,3553,6.2,4.52,26.57,77.0,66.9,0.68,
0.0,56.4,76.1,0500000US21211,"Shelby County, Kentucky",21,211,"Shelby County, Kentucky",48105,1631,1199,4622,48105,17590,4771,2830,5.88,9.61,27.12,76.1,56.4,1.44,
0.0,56.5,71.9,0500000US21213,"Simpson County, Kentucky",21,213,"Simpson County, Kentucky",19574,604,524,539,19574,7530,2584,1128,5.76,2.75,34.32,71.9,56.5,0.41,
0.0,66.3,79.9,0500000US21215,"Spencer County, Kentucky",21,215,"Spencer County, Kentucky",19549,534,500,514,19549,6916,955,1034,5.29,2.63,13.81,79.9,66.3,0.39,
0.0,48.6,70.4,0500000US21217,"Taylor County, Kentucky",21,217,"Taylor County, Kentucky",26056,786,691,666,26056,9843,3197,1477,5.67,2.56,32.48,70.4,48.6,0.38,
0.0,27.1,62.6,0500000US21219,"Todd County, Kentucky",21,219,"Todd County, Kentucky",12281,422,422,589,12281,4476,1130,844,6.87,4.8,25.25,62.6,27.1,0.72,
0.0,24.5,60.0,0500000US21221,"Trigg County, Kentucky",21,221,"Trigg County, Kentucky",14154,448,349,353,14154,5818,1243,797,5.63,2.49,21.36,60.0,24.5,0.37,
0.0,26.2,67.1,0500000US21223,"Trimble County, Kentucky",21,223,"Trimble County, Kentucky",8510,242,180,291,8510,3273,613,422,4.96,3.42,18.73,67.1,26.2,0.51,
0.0,48.7,68.8,0500000US21225,"Union County, Kentucky",21,225,"Union County, Kentucky",13495,314,379,259,13495,5067,1364,693,5.14,1.92,26.92,68.8,48.7,0.29,
0.0,56.8,67.6,0500000US21227,"Warren County, Kentucky",21,227,"Warren County, Kentucky",135307,4345,4221,7652,135307,52545,22707,8566,6.33,5.66,43.21,67.6,56.8,0.85,
0.0,27.0,72.0,0500000US21229,"Washington County, Kentucky",21,229,"Washington County, Kentucky",12025,385,336,64,12025,4635,953,721,6.0,0.53,20.56,72.0,27.0,0.08,
0.0,21.3,58.9,0500000US21231,"Wayne County, Kentucky",21,231,"Wayne County, Kentucky",19666,527,543,729,19666,7897,2076,1070,5.44,3.71,26.29,58.9,21.3,0.56,
0.0,26.7,63.7,0500000US21233,"Webster County, Kentucky",21,233,"Webster County, Kentucky",12951,388,395,752,12951,4819,1365,783,6.05,5.81,28.33,63.7,26.7,0.87,
0.0,33.6,61.7,0500000US21235,"Whitley County, Kentucky",21,235,"Whitley County, Kentucky",36648,1325,1261,563,36648,13076,4358,2586,7.06,1.54,33.33,61.7,33.6,0.23,
0.0,20.3,40.8,0500000US21237,"Wolfe County, Kentucky",21,237,"Wolfe County, Kentucky",6573,271,141,0,6573,2506,797,412,6.27,0.0,31.8,40.8,20.3,0.0,
0.0,63.1,75.3,0500000US21239,"Woodford County, Kentucky",21,239,"Woodford County, Kentucky",26886,777,853,1793,26886,10493,2958,1630,6.06,6.67,28.19,75.3,63.1,1.0,
0.0,62.6,71.2,0500000US21067,"Fayette County, Kentucky",21,67,"Fayette County, Kentucky",321276,9361,8940,23839,321276,136104,62163,18301,5.7,7.42,45.67,71.2,62.6,1.11,
0.0,22.8,59.2,0500000US21075,"Fulton County, Kentucky",21,75,"Fulton County, Kentucky",6480,165,164,95,6480,2378,853,329,5.08,1.47,35.87,59.2,22.8,0.22,
0.0,54.9,69.1,0500000US21081,"Grant County, Kentucky",21,81,"Grant County, Kentucky",25085,883,893,777,25085,9146,2544,1776,7.08,3.1,27.82,69.1,54.9,0.46,
0.0,31.7,67.6,0500000US21087,"Green County, Kentucky",21,87,"Green County, Kentucky",11198,316,346,199,11198,4399,1124,662,5.91,1.78,25.55,67.6,31.7,0.27,
0.0,24.2,43.6,0500000US21095,"Harlan County, Kentucky",21,95,"Harlan County, Kentucky",26589,760,808,79,26589,10498,3268,1568,5.9,0.3,31.13,43.6,24.2,0.04,
0.0,38.9,70.2,0500000US21101,"Henderson County, Kentucky",21,101,"Henderson County, Kentucky",44770,1248,1243,1315,44770,18285,6540,2491,5.56,2.94,35.77,70.2,38.9,0.44,
0.0,23.6,50.0,0500000US21109,"Jackson County, Kentucky",21,109,"Jackson County, Kentucky",13002,415,379,140,13002,5154,1079,794,6.11,1.08,20.94,50.0,23.6,0.16,
0.0,35.1,59.5,0500000US21115,"Johnson County, Kentucky",21,115,"Johnson County, Kentucky",22631,640,549,128,22631,8534,2623,1189,5.25,0.57,30.74,59.5,35.1,0.09,
0.0,52.8,73.0,0500000US21123,"Larue County, Kentucky",21,123,"Larue County, Kentucky",14902,388,393,497,14902,5967,1501,781,5.24,3.34,25.16,73.0,52.8,0.5,
0.0,23.6,51.7,0500000US21129,"Lee County, Kentucky",21,129,"Lee County, Kentucky",7338,144,228,171,7338,2637,802,372,5.07,2.33,30.41,51.7,23.6,0.35,
0.0,26.4,57.9,0500000US21135,"Lewis County, Kentucky",21,135,"Lewis County, Kentucky",13063,381,360,4,13063,4757,996,741,5.67,0.03,20.94,57.9,26.4,0.0,
0.0,47.8,68.5,0500000US21141,"Logan County, Kentucky",21,141,"Logan County, Kentucky",27498,950,840,854,27498,10850,2832,1790,6.51,3.11,26.1,68.5,47.8,0.47,
0.0,21.4,47.3,0500000US21147,"McCreary County, Kentucky",21,147,"McCreary County, Kentucky",16892,464,456,276,16892,5510,1651,920,5.45,1.63,29.96,47.3,21.4,0.24,
0.0,48.9,72.5,0500000US21155,"Marion County, Kentucky",21,155,"Marion County, Kentucky",19627,611,549,557,19627,7588,1991,1160,5.91,2.84,26.24,72.5,48.9,0.43,
0.0,46.9,66.6,0500000US21161,"Mason County, Kentucky",21,161,"Mason County, Kentucky",17068,443,559,375,17068,6695,2099,1002,5.87,2.2,31.35,66.6,46.9,0.33,
0.0,58.7,70.6,0500000US21167,"Mercer County, Kentucky",21,167,"Mercer County, Kentucky",22662,676,583,747,22662,9079,2323,1259,5.56,3.3,25.59,70.6,58.7,0.49,
0.0,35.3,62.3,0500000US21175,"Morgan County, Kentucky",21,175,"Morgan County, Kentucky",13840,338,318,152,13840,4665,999,656,4.74,1.1,21.41,62.3,35.3,0.16,
0.0,23.6,66.5,0500000US21181,"Nicholas County, Kentucky",21,181,"Nicholas County, Kentucky",7613,224,216,0,7613,2614,747,440,5.78,0.0,28.58,66.5,23.6,0.0,
0.0,22.7,32.2,0500000US21189,"Owsley County, Kentucky",21,189,"Owsley County, Kentucky",4054,147,80,0,4054,1383,508,227,5.6,0.0,36.73,32.2,22.7,0.0,
0.0,38.0,59.3,0500000US21195,"Pike County, Kentucky",21,195,"Pike County, Kentucky",58196,1456,1511,579,58196,23967,6184,2967,5.1,0.99,25.8,59.3,38.0,0.15,
0.0,20.2,55.0,0500000US21201,"Robertson County, Kentucky",21,201,"Robertson County, Kentucky",2207,25,70,39,2207,797,206,95,4.3,1.77,25.85,55.0,20.2,0.27,
0.0,55.8,75.1,0500000US21049,"Clark County, Kentucky",21,49,"Clark County, Kentucky",36897,1226,887,1231,36897,14762,4197,2113,5.73,3.34,28.43,75.1,55.8,0.5,
0.0,24.4,41.1,0500000US21159,"Martin County, Kentucky",21,159,"Martin County, Kentucky",11298,366,166,206,11298,3756,791,532,4.71,1.82,21.06,41.1,24.4,0.27,
0.0,23.5,51.8,0500000US21053,"Clinton County, Kentucky",21,53,"Clinton County, Kentucky",9295,277,242,309,9295,3672,998,519,5.58,3.32,27.18,51.8,23.5,0.5,
0.0,35.7,67.8,0500000US21177,"Muhlenberg County, Kentucky",21,177,"Muhlenberg County, Kentucky",30735,865,878,511,30735,11847,2084,1743,5.67,1.66,17.59,67.8,35.7,0.25,
0.0,38.2,54.1,0500000US50003,"Bennington County, Vermont",50,3,"Bennington County, Vermont",37326,885,749,891,37326,14566,3743,1634,4.38,2.39,25.7,54.1,38.2,0.36,
0.0,36.5,55.2,0500000US50005,"Caledonia County, Vermont",50,5,"Caledonia County, Vermont",30418,701,635,581,30418,12819,2928,1336,4.39,1.91,22.84,55.2,36.5,0.29,
0.0,67.3,76.2,0500000US50007,"Chittenden County, Vermont",50,7,"Chittenden County, Vermont",168309,3745,3571,4286,168309,69318,25385,7316,4.35,2.55,36.62,76.2,67.3,0.38,
0.0,17.7,38.7,0500000US50009,"Essex County, Vermont",50,9,"Essex County, Vermont",5976,132,122,92,5976,2667,436,254,4.25,1.54,16.35,38.7,17.7,0.23,
0.0,50.2,66.1,0500000US50011,"Franklin County, Vermont",50,11,"Franklin County, Vermont",50101,1415,1362,921,50101,19233,4268,2777,5.54,1.84,22.19,66.1,50.2,0.28,
0.0,36.9,44.2,0500000US50013,"Grand Isle County, Vermont",50,13,"Grand Isle County, Vermont",7335,144,172,147,7335,3027,308,316,4.31,2.0,10.18,44.2,36.9,0.3,
0.0,42.3,55.5,0500000US50015,"Lamoille County, Vermont",50,15,"Lamoille County, Vermont",25977,569,643,510,25977,11176,2963,1212,4.67,1.96,26.51,55.5,42.3,0.29,
0.0,39.5,57.9,0500000US50017,"Orange County, Vermont",50,17,"Orange County, Vermont",29439,633,623,414,29439,12690,2229,1256,4.27,1.41,17.57,57.9,39.5,0.21,
0.0,26.0,49.1,0500000US50019,"Orleans County, Vermont",50,19,"Orleans County, Vermont",27459,688,601,455,27459,11528,2300,1289,4.69,1.66,19.95,49.1,26.0,0.25,
0.0,38.2,56.8,0500000US50021,"Rutland County, Vermont",50,21,"Rutland County, Vermont",60585,1273,1274,1022,60585,25334,7020,2547,4.2,1.69,27.71,56.8,38.2,0.25,
0.0,50.8,62.8,0500000US50023,"Washington County, Vermont",50,23,"Washington County, Vermont",59768,1327,1259,1200,59768,25166,6881,2586,4.33,2.01,27.34,62.8,50.8,0.3,
0.0,35.6,49.0,0500000US50025,"Windham County, Vermont",50,25,"Windham County, Vermont",45857,1019,825,1177,45857,19382,5472,1844,4.02,2.57,28.23,49.0,35.6,0.39,
0.0,40.3,54.0,0500000US50027,"Windsor County, Vermont",50,27,"Windsor County, Vermont",57832,1277,1133,1162,57832,24536,5742,2410,4.17,2.01,23.4,54.0,40.3,0.3,
0.0,55.1,66.9,0500000US50001,"Addison County, Vermont",50,1,"Addison County, Vermont",37434,728,770,935,37434,14416,2961,1498,4.0,2.5,20.54,66.9,55.1,0.38,
0.0,38.5,53.3,0500000US15009,"Maui County, Hawaii",15,9,"Maui County, Hawaii",164765,4776,4348,19580,164765,54728,18970,9124,5.54,11.88,34.66,53.3,38.5,1.78,
0.0,9.0,21.0,0500000US15005,"Kalawao County, Hawaii",15,5,"Kalawao County, Hawaii",50,0,0,6,50,32,32,0,0.0,12.0,100.0,21.0,9.0,1.8,
0.0,42.8,54.2,0500000US15007,"Kauai County, Hawaii",15,7,"Kauai County, Hawaii",73511,2079,2012,8501,73511,22978,8082,4091,5.57,11.56,35.17,54.2,42.8,1.73,
0.0,36.0,49.7,0500000US15001,"Hawaii County, Hawaii",15,1,"Hawaii County, Hawaii",202163,5808,5299,27543,202163,72468,20690,11107,5.49,13.62,28.55,49.7,36.0,2.04,
0.0,56.7,69.0,0500000US15003,"Honolulu County, Hawaii",15,3,"Honolulu County, Hawaii",1010100,31093,29137,103393,1010100,333700,137316,60230,5.96,10.24,41.15,69.0,56.7,1.54,
0.0,14.4,38.3,0500000US26001,"Alcona County, Michigan",26,1,"Alcona County, Michigan",10238,175,170,189,10238,4832,499,345,3.37,1.85,10.33,38.3,14.4,0.28,
0.0,21.6,41.6,0500000US26003,"Alger County, Michigan",26,3,"Alger County, Michigan",8866,136,180,175,8866,3274,591,316,3.56,1.97,18.05,41.6,21.6,0.3,
0.0,45.9,70.2,0500000US26007,"Alpena County, Michigan",26,7,"Alpena County, Michigan",28911,655,678,442,28911,12721,2665,1333,4.61,1.53,20.95,70.2,45.9,0.23,
0.0,34.9,46.6,0500000US26009,"Antrim County, Michigan",26,9,"Antrim County, Michigan",23662,487,442,583,23662,10741,1393,929,3.93,2.46,12.97,46.6,34.9,0.37,
0.0,27.6,50.7,0500000US26013,"Baraga County, Michigan",26,13,"Baraga County, Michigan",8245,162,183,151,8245,3241,750,345,4.18,1.83,23.14,50.7,27.6,0.27,
0.0,54.1,73.4,0500000US26015,"Barry County, Michigan",26,15,"Barry County, Michigan",62581,1667,1663,2202,62581,24286,3344,3330,5.32,3.52,13.77,73.4,54.1,0.53,
0.0,53.6,78.6,0500000US26017,"Bay County, Michigan",26,17,"Bay County, Michigan",103752,2609,2392,5963,103752,44999,10970,5001,4.82,5.75,24.38,78.6,53.6,0.86,
0.0,40.2,52.3,0500000US26019,"Benzie County, Michigan",26,19,"Benzie County, Michigan",18058,449,334,446,18058,7173,856,783,4.34,2.47,11.93,52.3,40.2,0.37,
0.0,53.0,67.1,0500000US26021,"Berrien County, Michigan",26,21,"Berrien County, Michigan",153938,4312,4037,9083,153938,63512,17153,8349,5.42,5.9,27.01,67.1,53.0,0.88,
0.0,46.4,64.5,0500000US26023,"Branch County, Michigan",26,23,"Branch County, Michigan",44795,1452,1285,2507,44795,16769,3784,2737,6.11,5.6,22.57,64.5,46.4,0.84,
0.0,47.9,71.7,0500000US26025,"Calhoun County, Michigan",26,25,"Calhoun County, Michigan",134011,4045,3783,7657,134011,53050,15032,7828,5.84,5.71,28.34,71.7,47.9,0.86,
0.0,43.5,64.5,0500000US26027,"Cass County, Michigan",26,27,"Cass County, Michigan",51604,1239,1210,2158,51604,20779,3836,2449,4.75,4.18,18.46,64.5,43.5,0.63,
0.0,41.3,52.8,0500000US26029,"Charlevoix County, Michigan",26,29,"Charlevoix County, Michigan",26174,551,530,631,26174,12232,2242,1081,4.13,2.41,18.33,52.8,41.3,0.36,
0.0,24.6,51.5,0500000US26031,"Cheboygan County, Michigan",26,31,"Cheboygan County, Michigan",25709,525,475,419,25709,10650,1610,1000,3.89,1.63,15.12,51.5,24.6,0.24,
0.0,36.9,52.2,0500000US26033,"Chippewa County, Michigan",26,33,"Chippewa County, Michigan",36670,850,832,784,36670,13747,3627,1682,4.59,2.14,26.38,52.2,36.9,0.32,
0.0,22.8,47.7,0500000US26035,"Clare County, Michigan",26,35,"Clare County, Michigan",30998,762,731,713,30998,11935,1784,1493,4.82,2.3,14.95,47.7,22.8,0.34,
0.0,66.6,79.3,0500000US26037,"Clinton County, Michigan",26,37,"Clinton County, Michigan",79249,2134,2043,3808,79249,31060,5586,4177,5.27,4.81,17.98,79.3,66.6,0.72,
0.0,23.5,45.4,0500000US26039,"Crawford County, Michigan",26,39,"Crawford County, Michigan",13197,322,258,305,13197,5833,1044,580,4.39,2.31,17.9,45.4,23.5,0.35,
0.0,41.6,64.3,0500000US26041,"Delta County, Michigan",26,41,"Delta County, Michigan",36839,927,834,548,36839,15851,3426,1761,4.78,1.49,21.61,64.3,41.6,0.22,
0.0,44.1,67.3,0500000US26043,"Dickinson County, Michigan",26,43,"Dickinson County, Michigan",25937,642,632,464,25937,11560,1943,1274,4.91,1.79,16.81,67.3,44.1,0.27,
0.0,63.1,79.1,0500000US26045,"Eaton County, Michigan",26,45,"Eaton County, Michigan",109072,2869,2802,6321,109072,45000,11742,5671,5.2,5.8,26.09,79.1,63.1,0.87,
0.0,45.7,56.3,0500000US26047,"Emmet County, Michigan",26,47,"Emmet County, Michigan",34072,838,687,688,34072,14530,3491,1525,4.48,2.02,24.03,56.3,45.7,0.3,
0.0,52.6,70.6,0500000US26049,"Genesee County, Michigan",26,49,"Genesee County, Michigan",405280,11601,11364,15356,405280,166060,49178,22965,5.67,3.79,29.61,70.6,52.6,0.57,
0.0,22.2,51.9,0500000US26051,"Gladwin County, Michigan",26,51,"Gladwin County, Michigan",25461,691,629,518,25461,10859,1336,1320,5.18,2.03,12.3,51.9,22.2,0.3,
0.0,27.6,50.2,0500000US26053,"Gogebic County, Michigan",26,53,"Gogebic County, Michigan",14597,305,263,278,14597,6937,1205,568,3.89,1.9,17.37,50.2,27.6,0.28,
0.0,63.3,72.2,0500000US26055,"Grand Traverse County, Michigan",26,55,"Grand Traverse County, Michigan",95315,2489,2131,2951,95315,38572,9280,4620,4.85,3.1,24.06,72.2,63.3,0.46,
0.0,45.4,74.6,0500000US26057,"Gratiot County, Michigan",26,57,"Gratiot County, Michigan",41534,1038,957,2747,41534,14705,3208,1995,4.8,6.61,21.82,74.6,45.4,0.99,
0.0,44.8,66.1,0500000US26059,"Hillsdale County, Michigan",26,59,"Hillsdale County, Michigan",45698,1309,1215,1204,45698,17606,3543,2524,5.52,2.63,20.12,66.1,44.8,0.39,
0.0,44.8,60.4,0500000US26061,"Houghton County, Michigan",26,61,"Houghton County, Michigan",37414,975,839,670,37414,14173,4395,1814,4.85,1.79,31.01,60.4,44.8,0.27,
0.0,26.2,57.9,0500000US26063,"Huron County, Michigan",26,63,"Huron County, Michigan",31461,731,751,841,31461,13617,2474,1482,4.71,2.67,18.17,57.9,26.2,0.4,
0.0,62.9,73.3,0500000US26065,"Ingham County, Michigan",26,65,"Ingham County, Michigan",282540,7711,7412,23272,282540,115648,47660,15123,5.35,8.24,41.21,73.3,62.9,1.24,
0.0,49.4,75.6,0500000US26067,"Ionia County, Michigan",26,67,"Ionia County, Michigan",66663,1877,1634,3458,66663,22765,5213,3511,5.27,5.19,22.9,75.6,49.4,0.78,
0.0,18.3,49.2,0500000US26069,"Iosco County, Michigan",26,69,"Iosco County, Michigan",25319,639,526,687,25319,11558,2190,1165,4.6,2.71,18.95,49.2,18.3,0.41,
0.0,19.2,49.7,0500000US26071,"Iron County, Michigan",26,71,"Iron County, Michigan",11585,223,244,261,11585,5190,824,467,4.03,2.25,15.88,49.7,19.2,0.34,
0.0,48.1,66.1,0500000US26073,"Isabella County, Michigan",26,73,"Isabella County, Michigan",64938,1366,1564,2840,64938,24875,9535,2930,4.51,4.37,38.33,66.1,48.1,0.66,
0.0,57.6,73.1,0500000US26075,"Jackson County, Michigan",26,75,"Jackson County, Michigan",160637,4479,4266,6116,160637,62059,15865,8745,5.44,3.81,25.56,73.1,57.6,0.57,
0.0,65.0,75.7,0500000US26077,"Kalamazoo County, Michigan",26,77,"Kalamazoo County, Michigan",261426,7700,7188,14243,261426,105797,38068,14888,5.69,5.45,35.98,75.7,65.0,0.82,
0.0,30.0,49.6,0500000US26079,"Kalkaska County, Michigan",26,79,"Kalkaska County, Michigan",17934,438,467,467,17934,7377,1015,905,5.05,2.6,13.76,49.6,30.0,0.39,
0.0,68.2,78.6,0500000US26081,"Kent County, Michigan",26,81,"Kent County, Michigan",657321,21390,20289,72840,657321,252694,75789,41679,6.34,11.08,29.99,78.6,68.2,1.66,
0.0,17.8,30.1,0500000US26083,"Keweenaw County, Michigan",26,83,"Keweenaw County, Michigan",2088,12,32,33,2088,1065,71,44,2.11,1.58,6.67,30.1,17.8,0.24,
0.0,12.4,27.5,0500000US26085,"Lake County, Michigan",26,85,"Lake County, Michigan",12285,248,219,376,12285,4549,717,467,3.8,3.06,15.76,27.5,12.4,0.46,
0.0,61.8,79.5,0500000US26087,"Lapeer County, Michigan",26,87,"Lapeer County, Michigan",88687,2179,1958,4450,88687,34239,4951,4137,4.66,5.02,14.46,79.5,61.8,0.75,
0.0,45.0,53.2,0500000US26089,"Leelanau County, Michigan",26,89,"Leelanau County, Michigan",22426,371,421,978,22426,9246,935,792,3.53,4.36,10.11,53.2,45.0,0.65,
0.0,56.6,73.2,0500000US26091,"Lenawee County, Michigan",26,91,"Lenawee County, Michigan",99263,2612,2495,8464,99263,38626,8250,5107,5.14,8.53,21.36,73.2,56.6,1.28,
0.0,73.0,82.6,0500000US26093,"Livingston County, Michigan",26,93,"Livingston County, Michigan",194302,4798,4657,5224,194302,74841,10571,9455,4.87,2.69,14.12,82.6,73.0,0.4,
0.0,69.0,81.8,0500000US26099,"Macomb County, Michigan",26,99,"Macomb County, Michigan",878453,24076,22768,25208,878453,354251,89330,46844,5.33,2.87,25.22,81.8,69.0,0.43,
0.0,30.7,57.1,0500000US26101,"Manistee County, Michigan",26,101,"Manistee County, Michigan",25058,477,495,901,25058,9927,1380,972,3.88,3.6,13.9,57.1,30.7,0.54,
0.0,51.9,66.1,0500000US26103,"Marquette County, Michigan",26,103,"Marquette County, Michigan",66376,1487,1511,1126,66376,27345,7872,2998,4.52,1.7,28.79,66.1,51.9,0.26,
0.0,40.5,60.8,0500000US26105,"Mason County, Michigan",26,105,"Mason County, Michigan",29178,717,688,1399,29178,12296,2687,1405,4.82,4.79,21.85,60.8,40.5,0.72,
0.0,36.3,59.5,0500000US26107,"Mecosta County, Michigan",26,107,"Mecosta County, Michigan",40128,1039,1036,1064,40128,16103,3873,2075,5.17,2.65,24.05,59.5,36.3,0.4,
0.0,29.8,59.9,0500000US26109,"Menominee County, Michigan",26,109,"Menominee County, Michigan",23433,566,433,499,23433,9971,1936,999,4.26,2.13,19.42,59.9,29.8,0.32,
0.0,64.7,79.3,0500000US26111,"Midland County, Michigan",26,111,"Midland County, Michigan",83503,2360,2106,2616,83503,34336,7567,4466,5.35,3.13,22.04,79.3,64.7,0.47,
0.0,20.8,55.0,0500000US26113,"Missaukee County, Michigan",26,113,"Missaukee County, Michigan",15089,429,428,489,15089,5816,1106,857,5.68,3.24,19.02,55.0,20.8,0.49,
0.0,64.3,77.6,0500000US26115,"Monroe County, Michigan",26,115,"Monroe County, Michigan",154823,4159,3760,6134,154823,62240,11974,7919,5.11,3.96,19.24,77.6,64.3,0.59,
0.0,50.0,69.2,0500000US26117,"Montcalm County, Michigan",26,117,"Montcalm County, Michigan",66901,1674,1867,2476,66901,23984,4419,3541,5.29,3.7,18.42,69.2,50.0,0.56,
0.0,15.0,38.7,0500000US26119,"Montmorency County, Michigan",26,119,"Montmorency County, Michigan",9261,178,161,138,9261,4678,737,339,3.66,1.49,15.75,38.7,15.0,0.22,
0.0,56.6,74.3,0500000US26121,"Muskegon County, Michigan",26,121,"Muskegon County, Michigan",175947,5256,4994,10739,175947,66595,15135,10250,5.83,6.1,22.73,74.3,56.6,0.91,
0.0,30.2,60.1,0500000US26123,"Newaygo County, Michigan",26,123,"Newaygo County, Michigan",50130,1341,1415,3048,50130,19047,2750,2756,5.5,6.08,14.44,60.1,30.2,0.91,
0.0,70.6,79.7,0500000US26125,"Oakland County, Michigan",26,125,"Oakland County, Michigan",1272264,33927,32205,57851,1272264,524762,147398,66132,5.2,4.55,28.09,79.7,70.6,0.68,
0.0,30.9,52.3,0500000US26127,"Oceana County, Michigan",26,127,"Oceana County, Michigan",26707,684,672,4111,26707,9936,1518,1356,5.08,15.39,15.28,52.3,30.9,2.31,
0.0,22.3,47.4,0500000US26129,"Ogemaw County, Michigan",26,129,"Ogemaw County, Michigan",20820,448,478,469,20820,9089,1613,926,4.45,2.25,17.75,47.4,22.3,0.34,
0.0,18.7,43.5,0500000US26131,"Ontonagon County, Michigan",26,131,"Ontonagon County, Michigan",5862,87,65,92,5862,2872,334,152,2.59,1.57,11.63,43.5,18.7,0.24,
